Intersection,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsT,Signal,MaxSlope,EmpSF_T,EmpT,StMetersT,StSegT
OVERHILL DRIVE & SLAUSON AVENUE,33.988896,-118.35407,7,Los Angeles,142594,11.86775672,205.9250561,0,95.41515394,1,1,0,1,0,1,0.0437,202500,398,10432.22601,103
OVERLAND AVENUE & VENICE BOULEVARD,34.018574,-118.406864,7,Los Angeles,1499023,14.22032412,968.7398188,24.34246564,425.2957568,2,0,0,1,0,1,0.0051,455000,594,11126.97403,113
PRAIRIE AVENUE & WEST 112TH STREET/I-105 OFF RAMP,33.932928,-118.3438924,7,Los Angeles,256297,12.45409221,759.3460293,6.545225908,174.1545024,0,1,0,0,0,0,0.0024,16250,35,12235.2164,188
SEPULVEDA BOULEVARD & ROSECRANS AVENUE,33.901866,-118.396173,7,Los Angeles,151914,11.93106986,113.9020042,1.851017118,43.1955623,2,0,0,1,0,1,0.0436,233750,632,8847.688379,91
SEPULVEDA BOULEVARD & SAWTELLE BOULEVARD,33.995123,-118.395353,7,Los Angeles,375541,12.83612293,188.5352347,1.30068213,70.06760261,2,0,0,1,0,1,0.0048,152500,238,13787.54366,145
SAWTELLE BOULEVARD & VENICE BOULEVARD,34.011319,-118.419628,7,Los Angeles,379677,12.84707617,502.0509665,10.38536178,179.7754441,2,0,0,1,0,0,0.0291,21250,62,15666.01501,155
SAWTELLE BOULEVARD & WASHINGTON BOULEVARD,34.004206,-118.414602,7,Los Angeles,232995,12.35877228,334.6444135,6.776897728,119.6228533,2,0,0,1,1,0,0.0111,162500,236,14053.35757,219
SEPULVEDA BOULEVARD & SLAUSON AVENUE,33.988544,-118.395476,7,Los Angeles,522181,13.16576955,135.254948,0.631952684,59.96044912,2,0,0,0,0,1,0.0055,227500,593,16979.91123,352
SEPULVEDA BOULEVARD & VENICE BOULEVARD,34.013023,-118.417292,7,Los Angeles,948302,13.7624283,525.5716072,9.178312844,246.6847982,2,0,0,1,0,1,0.0063,67500,196,14095.04644,130
SEPULVEDA BOULEVARD & WASHINGTON PLACE,34.008797,-118.413954,7,Los Angeles,132798,11.79658446,340.6198434,7.359254826,139.6770842,2,0,0,1,0,1,0.0054,302500,416,16484.6635,204
SEPULVEDA BOULEVARD & WESTCHESTER PARKWAY,33.9545893,-118.3962301,7,Los Angeles,491059,13.10431956,134.5239819,4.272620352,49.0039201,1,0,1,1,0,1,0.01,1658750,2578,9451.882276,121
SEPULVEDA BOULEVARD & 76TH STREET,33.971677,-118.394894,7,Los Angeles,100750,11.52039749,134.9476648,3.563458756,49.66150128,1,0,1,1,0,1,0.0311,15000,48,11072.99358,90
SEPULVEDA BOULEVARD & 79TH STREET,33.966961,-118.396028,7,Los Angeles,141710,11.861538,217.4614619,0.105669884,86.42159237,1,0,1,1,0,1,0.0281,90000,220,9135.989642,64
SEPULVEDA BOULEVARD & 83RD STREET,33.963475,-118.396162,7,Los Angeles,22281,10.01148962,219.5791625,0.375304058,90.1333214,1,1,0,1,0,1,0.0189,0,5,10667.34684,70
SEPULVEDA BOULEVARD & I-105 WB RAMPS N/O IMPERIAL HIGHWAY,33.933182,-118.396192,7,Los Angeles,935,6.840547599,0,0,0,0,0,0,0,0,0,0.0392,0,0,10983.28323,143
WB SR-90 RAMPS & SLAUSON AVENUE,33.988794,-118.389488,7,Los Angeles,20497,9.928033862,86.76079297,0.278724292,40.33966463,0,0,0,0,0,1,0.0574,26250,147,11915.36035,139
AIRPORT BOULEVARD & 96TH STREET,33.94944,-118.38592,7,Los Angeles,293280,12.58888307,7.617560452,0,2.641573382,1,1,0,1,0,1,0.003,72500,268,6129.553077,58
JENNY AVENUE & 96TH STREET,33.948845,-118.389531,7,Los Angeles,104615,11.55804223,0,0,0,0,1,0,0,0,0,0.0028,0,0,5945.478599,47
VICKSBURG AVENUE & 96TH STREET,33.948844,-118.393919,7,Los Angeles,364506,12.80629829,0,0,0,0,1,0,1,0,0,0.0051,47500,50,7017.130452,70
AIRPORT BOULEVARD & 98TH STREET,33.947344,-118.38597,7,Los Angeles,547218,13.21260254,7.651950029,0,2.653498801,1,0,1,1,0,1,0.0044,746250,982,7279.495425,67
CRENSHAW BOULEVARD & CENTURY BOULEVARD,33.945475,-118.326395,7,Los Angeles,755487,13.53511785,231.8639009,1.420748253,73.66463165,2,0,0,1,0,1,0.0529,101250,148,10495.9396,101
LA CIENEGA BOULEVARD & FAIRVIEW BOULEVARD,33.979929,-118.370231,7,Los Angeles,49975,10.81927818,225.1725103,0.055097973,84.19155348,1,0,0,1,0,1,0.025,177500,260,12019.41984,107
CRENSHAW BOULEVARD & IMPERIAL HIGHWAY,33.930893,-118.326415,7,Los Angeles,1021409,13.83669361,317.1523052,0.729322889,99.30738056,2,0,0,1,0,1,0.0196,713750,694,13179.54687,125
SEPULVEDA BOULEVARD & BRADDOCK DRIVE,34.002887,-118.406823,7,Los Angeles,325469,12.6930225,258.2707441,4.164570512,86.30039096,1,1,0,1,0,1,0.0046,145000,264,12287.00026,161
BUCKINGHAM PARKWAY & SLAUSON AVENUE,33.988998,-118.380599,7,Los Angeles,84665,11.34645758,59.75318245,0.119217586,28.9062583,1,0,0,1,0,1,0.0585,977500,845,9515.764458,76
DUQUESNE AVENUE & WASHINGTON BOULEVARD,34.021662,-118.397455,7,Los Angeles,761097,13.54251609,386.656472,7.905411807,149.2440439,1,0,1,1,1,1,0.0086,898750,585,11006.49455,130
OVERLAND AVENUE & KELMOR STREET / RANCH ROAD,33.997679,-118.390353,7,Los Angeles,98033,11.49305945,200.1982811,0,79.56821366,1,0,0,1,0,0,0.0309,7500,15,9917.644491,103
OVERLAND AVENUE & SAWTELLE BOULEVARD,33.995201,-118.390365,7,Los Angeles,87259,11.376636,349.6010424,0,124.1419379,2,0,0,0,1,0,0.0164,7500,71,10192.85796,132
OVERLAND AVENUE & WASHINGTON BOULEVARD,34.016854,-118.40546,7,Los Angeles,738817,13.51280554,587.9216083,11.75495651,235.972483,2,0,0,1,0,1,0.0165,236250,230,9485.668122,111
WALGROVE AVENUE & WASHINGTON BOULEVARD,33.992811,-118.443311,7,Los Angeles,171113,12.05007944,309.215635,8.287680935,138.4148643,1,0,0,0,0,0,0.0098,291250,407,10471.91388,104
LA CIENEGA BOULEVARD & 104TH STREET,33.941793,-118.370034,7,Los Angeles,53295,10.88359782,252.0991493,1.809227089,56.82797771,1,0,0,1,0,0,0.0031,142500,457,12273.35563,133
HINDRY AVENUE & MANCHESTER BOULEVARD,33.959932,-118.373557,7,Los Angeles,98785,11.50070106,145.277801,0,32.82547255,1,0,1,1,1,1,0.0025,115000,277,8986.461974,83
LINCOLN BOULEVARD & ROSE AVENUE,34.001339,-118.467852,7,Los Angeles,1011528,13.82697262,256.0059282,2.709071078,113.5088955,1,1,0,1,0,1,0.0121,186250,543,15369.53308,190
WESTERN AVENUE & CENTURY BOULEVARD,33.945456,-118.309007,7,Los Angeles,704914,13.46583109,264.3036099,0,97.50716212,2,0,0,1,1,1,0.0233,31250,105,10254.42963,131
SEPULVEDA BOULEVARD & MANHATTAN BEACH BOULEVARD,33.887369,-118.395965,7,Los Angeles,287047,12.56740125,241.9327236,0.244462066,89.26535645,2,0,0,1,1,1,0.0437,381250,929,10740.7876,97
LA CIENEGA BOULEVARD & JEFFERSON BOULEVARD,34.02651,-118.372083,7,Los Angeles,337770,12.73012047,190.5394732,4.559736718,65.66448473,1,1,0,1,0,1,0.0225,58750,118,9095.09506,95
CRENSHAW BOULEVARD & MANCHESTER AVENUE,33.9599605,-118.3264802,7,Los Angeles,946229,13.76023989,273.5418438,0,99.93622981,2,0,0,0,1,1,0.0062,231250,332,12296.38547,153
LA CIENEGA BOULEVARD & RODEO ROAD,34.021699,-118.372338,7,Los Angeles,722577,13.49057927,204.5730569,10.7931947,102.7887569,2,0,0,1,0,1,0.0068,118750,189,9168.552147,78
LA BREA AVENUE & RODEO ROAD,34.021532,-118.355615,7,Los Angeles,1261191,14.04756707,342.2525436,0,165.9638576,2,0,0,1,0,1,0.0112,315000,379,7078.734256,62
LA BREA AVENUE & JEFFERSON BOULEVARD,34.025505,-118.354864,7,Los Angeles,854386,13.65813836,379.7232154,0,142.1302985,1,1,0,1,0,1,0.0106,147500,308,9096.830668,87
CRENSHAW BOULEVARD & FLORENCE AVENUE,33.974525,-118.330881,7,Los Angeles,1403430,14.1544298,446.5115018,0,198.8269887,2,0,0,1,0,1,0.0533,58750,119,10286.40454,131
PRAIRIE AVENUE & MANCHESTER BOULEVARD,33.95986,-118.34392,7,Los Angeles,192497,12.16783585,362.5861294,0,154.8072625,1,1,0,1,0,1,0.0418,102500,185,7310.291982,76
I-110 NB ON-OFF RAMPS & MANCHESTER AVENUE,33.960075,-118.279582,7,Los Angeles,419648,12.94717155,356.7081192,0.069502398,114.0926752,0,0,0,0,0,1,0.0215,38750,89,15995.11708,202
WESTERN AVENUE & FLORENCE AVENUE,33.97453,-118.30902,7,Los Angeles,842058,13.64360418,388.4123127,0,122.9270591,2,0,0,1,0,1,0.0128,106250,168,9766.04699,102
WESTERN AVENUE & MANCHESTER AVENUE,33.959962,-118.309001,7,Los Angeles,1085037,13.89712465,355.583996,0,118.963975,2,0,0,1,0,1,0.0132,110000,182,8513.676898,76
EL CAMINO REAL & MILLBRAE AVENUE,37.5984549,-122.3873978,4,San Mateo,499541,13.12144496,257.0740207,3.176982991,87.22790028,1,0,1,1,0,1,0.0543,98750,227,9075.453621,127
WESTERN AVENUE & IMPERIAL HIGHWAY,33.931029,-118.308938,7,Los Angeles,1625665,14.30142752,181.7744849,0.50523895,67.48635528,2,0,0,1,0,1,0.0368,97500,186,10426.88758,98
VERMONT AVENUE & FLORENCE AVENUE,33.974619,-118.291861,7,Los Angeles,1583601,14.27521193,571.0478648,1.525721323,142.3230887,1,0,0,0,0,0,8.00E-04,76250,137,14011.94681,186
VERMONT AVENUE & MANCHESTER AVENUE,33.960025,-118.291879,7,Los Angeles,2222731,14.61424718,588.331665,1.29891969,196.7359571,1,0,0,1,1,1,0.0126,137500,197,13726.76447,148
VERMONT AVENUE & CENTURY BOULEVARD,33.945492,-118.291822,7,Los Angeles,838351,13.63919215,617.7451557,0.100466728,177.1547206,2,0,0,1,0,1,0.0099,128750,264,12058.27644,123
VERMONT AVENUE & IMPERIAL HIGHWAY,33.930922,-118.291953,7,Los Angeles,830790,13.63013234,449.0644788,0.389283568,131.1490678,2,0,0,1,0,1,0.013,71250,103,15112.81055,179
FIGUEROA STREET & FLORENCE AVENUE,33.974657,-118.282672,7,Los Angeles,1398689,14.15104593,484.5967588,5.306532252,157.9462646,2,0,0,1,0,1,0.0027,148750,209,15469.67576,153
FIGUEROA STREET & MANCHESTER AVENUE,33.96008,-118.282701,7,Los Angeles,1260243,14.04681512,526.4841532,3.375960181,156.8503908,2,0,0,1,1,1,0.0166,115000,178,13070.09793,176
FIGUEROA STREET & CENTURY BOULEVARD,33.945529,-118.282613,7,Los Angeles,656198,13.39421785,485.1074576,0,135.4223018,2,0,0,1,0,1,0.008,21250,41,13314.23744,187
FIGUEROA STREET & IMPERIAL HIGHWAY,33.930993,-118.282593,7,Los Angeles,753870,13.53297522,293.3618498,8.873375219,83.97801219,2,0,0,1,0,1,0.0144,75000,123,21291.13102,521
INGLEWOOD AVENUE & ROSECRANS AVENUE,33.901741,-118.361272,7,Los Angeles,311272,12.64842241,297.4818741,2.46162102,88.4808863,1,1,0,1,0,1,0.0041,262500,281,7048.031758,73
HAWTHORNE BOULEVARD & ROSECRANS AVENUE,33.901915,-118.35237,7,Los Angeles,939483,13.753085,560.0427869,5.106744285,177.8928897,2,0,0,1,0,0,0.006,230000,402,8171.645264,74
PRAIRIE AVENUE & ROSECRANS AVENUE,33.901933,-118.343823,7,Los Angeles,1065848,13.87928129,562.5485666,7.593157898,204.1245817,1,1,0,1,0,1,0.0049,218750,322,5612.824553,52
CRENSHAW BOULEVARD & ROSECRANS AVENUE,33.901932,-118.326492,7,Los Angeles,968177,13.7831702,583.6019545,0.589149056,203.2731814,2,0,0,1,0,1,0.0085,157500,200,7464.893199,65
WESTERN AVENUE & ROSECRANS AVENUE,33.901925,-118.309122,7,Los Angeles,301520,12.61659163,248.9391616,8.335068223,70.70612892,2,0,0,1,0,1,0.0021,193750,277,6899.664946,66
VERMONT AVENUE & ROSECRANS AVENUE,33.901913,-118.291964,7,Los Angeles,667309,13.41100849,462.9912225,8.94205155,158.9903036,2,0,0,1,0,0,0.0181,180000,538,9489.457986,93
PRAIRIE AVENUE & EL SEGUNDO BOULEVARD,33.916439,-118.343868,7,Los Angeles,841187,13.64256927,538.6499089,1.555005806,162.0644942,1,1,0,1,0,0,0.0018,121250,176,7504.801259,77
CRENSHAW BOULEVARD & EL SEGUNDO BOULEVARD,33.916446,-118.326501,7,Los Angeles,495260,13.11283816,196.8399356,0.983077179,67.53492515,2,0,0,1,0,0,0.0048,138750,275,7082.834645,58
WESTERN AVENUE & EL SEGUNDO BOULEVARD,33.916443,-118.309072,7,Los Angeles,280710,12.54507739,193.8255106,0.240193968,70.37202174,2,0,0,1,0,0,0.0321,36250,127,5491.57866,37
VERMONT AVENUE & EL SEGUNDO BOULEVARD,33.916425,-118.291805,7,Los Angeles,435716,12.98474594,276.8997967,1.376569176,83.80476886,1,0,0,1,0,1,0.0313,11250,28,10027.41567,137
AVIATION BOULEVARD & ARTESIA BOULEVARD,33.87285,-118.381558,7,Los Angeles,150774,11.92353731,352.4803077,2.671798267,127.8719413,2,0,0,1,0,1,0.0661,163750,243,10652.6758,100
AVIATION BOULEVARD & MANHATTAN BEACH BOULEVARD,33.887377,-118.378612,7,Los Angeles,320513,12.67767812,265.2825285,0,92.10963323,2,0,0,1,1,1,0.0305,108750,249,10133.27514,89
SEPULVEDA BOULEVARD & PALMS BOULEVARD,34.019265,-118.42223,7,Los Angeles,804304,13.59773259,734.8432681,3.991259358,317.9230363,1,1,0,1,0,1,0.0231,222500,268,9844.038696,92
SAWTELLE BOULEVARD & PALMS BOULEVARD,34.018502,-118.425304,7,Los Angeles,378595,12.84422231,489.904933,6.867917662,189.4785103,0,2,0,1,0,0,0.0531,7500,76,10522.44117,98
PRAIRIE AVENUE & FLORENCE AVENUE,33.97116,-118.34405,7,Los Angeles,108692,11.59627348,181.9920851,1.093508764,55.65181743,1,1,0,0,0,1,0.0098,0,0,6195.591938,58
PRAIRIE AVENUE & LENNOX BOULEVARD,33.938212,-118.343885,7,Los Angeles,519648,13.16090694,680.0610627,4.647787895,150.7751447,0,2,0,0,0,1,0.0029,91250,237,7045.689097,62
S. FLOWER STREET & FLORENCE AVENUE,33.974663,-118.281226,7,Los Angeles,349707,12.76485094,488.080287,6.019881932,136.6586215,0,0,0,1,0,0,0.0025,90000,120,18916.36192,186
S. GRAND AVENUE & FLORENCE AVENUE,33.974667,-118.280227,7,Los Angeles,380897,12.85028428,542.9915761,4.314343589,136.1805451,0,0,0,1,0,0,0.0039,27500,54,18870.79953,186
I-110 SB ON&OFF RAMPS / MANCHESTER AVENUE,33.960066,-118.281985,7,Los Angeles,405471,12.91280464,502.2897345,1.662502048,151.9700564,0,0,0,1,1,1,0.0233,88750,146,16160.70437,206
GRAND AVENUE & FIRST STREET/1ST STREET,34.05567,-118.24881,7,Los Angeles,6234241,15.6455674,127.3929026,3.896354225,27.08161035,2,0,0,1,0,1,0.081,228750,6132,8935.769343,121
FIGUEROA AVENUE & SECOND STREET,34.0565521,-118.2531415,7,Los Angeles,873606,13.68038475,1287.969344,136.786218,838.2695216,1,0,0,1,0,1,0.1053,527500,961,12895.6491,241
OLIVE STREET & SEVENTH STREET,34.046601,-118.255522,7,Los Angeles,8554459,15.96196323,267.4513254,38.49367753,181.4518135,0,2,0,1,0,0,0.0073,6867500,4685,8213.398417,91
BROADWAY & ARCADIA STREET,34.057149,-118.242232,7,Los Angeles,671197,13.41681797,390.6972469,17.02688762,160.2523462,0,1,0,0,0,0,0.1162,0,98,13737.59786,193
HILL STREET & FIRST STREET/1ST STREET,34.05434,-118.24658,7,Los Angeles,6721087,15.72076046,93.36459232,0,3.29743767,1,1,0,1,0,1,0.0821,117500,6101,8216.4713,91
BROADWAY & FIRST STREET,34.053637,-118.245518,7,Los Angeles,3512544,15.07185112,93.3645978,0,3.297437864,1,1,0,1,0,1,0.0677,123750,682,8264.542953,82
SPRING STREET & FIRST STREET,34.052939,-118.244455,7,Los Angeles,2734150,14.82133116,93.36458792,0,3.297437515,2,0,0,1,1,1,0.0299,246250,5863,8446.779181,78
MAIN STREET & FIRST STREET,34.052229,-118.243376,7,Los Angeles,3162430,14.96685128,102.4941986,0.431262551,10.63638859,1,1,0,1,1,0,0.0251,407500,5683,8009.948363,76
LOS ANGELES STREET & FIRST STREET,34.051511,-118.242382,7,Los Angeles,4038530,15.21139132,171.1906046,3.676328949,65.85885869,2,0,0,1,0,1,0.0231,680000,3692,7977.245627,83
JUDGE JOHN AISO STREET & FIRST STREET,34.050405,-118.240856,7,Los Angeles,1895285,14.45487978,357.8330942,12.49290687,215.8937587,2,0,0,1,0,1,0.0088,952500,1554,8125.041966,84
CENTRAL AVENUE & FIRST STREET,34.049193,-118.239066,7,Los Angeles,779369,13.5662399,393.0774815,13.96699866,247.7099069,1,0,0,1,0,1,0.0101,746250,1026,8472.274359,93
ALAMEDA STREET & FIRST STREET,34.048988,-118.238115,7,Los Angeles,500050,13.12246337,307.5080071,9.545147189,185.859717,2,0,0,1,0,1,0.0095,245000,491,9212.862964,103
GRAND AVENUE & SECOND STREET,34.05447,-118.24989,7,Los Angeles,1620641,14.29833231,316.1331823,29.61130331,200.9785161,1,1,0,1,0,1,0.0812,182500,638,8684.861341,126
HILL STREET & SECOND STREET,34.05309,-118.24775,7,Los Angeles,1914943,14.46519842,358.4452619,42.17184463,225.7820136,0,2,0,1,0,1,0.1279,812500,679,7983.707817,103
BROADWAY & SECOND STREET,34.052395,-118.246677,7,Los Angeles,2258526,14.63022295,422.1327373,55.33905722,266.97958,0,2,0,1,0,0,0.0445,1015000,1453,7830.766541,80
SPRING STREET & SECOND STREET,34.051703,-118.245606,7,Los Angeles,3036879,14.9263409,453.337671,53.19679038,294.5649758,1,1,0,1,1,1,0.0094,555000,1103,7658.90197,76
MAIN STREET & SECOND STREET,34.051003,-118.244519,7,Los Angeles,2007866,14.51258302,479.4828928,48.54457928,319.3733212,0,2,0,1,1,0,0.0329,426250,3248,7866.873258,83
LOS ANGELES STREET & SECOND STREET,34.050273,-118.24334,7,Los Angeles,1470481,14.20110012,466.5836878,33.56921236,306.641328,1,1,0,1,0,0,0.0281,377500,463,8509.548226,93
SAN PEDRO STREET & SECOND STREET,34.049346,-118.241795,7,Los Angeles,1874334,14.44376395,433.8780606,16.08510264,277.0234554,1,0,0,0,0,1,0.0101,1373750,1478,9948.066383,109
CENTRAL AVENUE & SECOND STREET,34.0477,-118.239291,7,Los Angeles,1487808,14.21281445,410.0970384,14.846494,260.0117568,1,1,0,1,0,1,0.0088,506250,946,10588.85241,117
ALAMEDA STREET & SECOND STREET,34.047162,-118.238084,7,Los Angeles,487761,13.09758081,305.5464768,9.443784169,184.4419107,1,0,0,1,0,1,0.0058,123750,294,9330.429463,106
FIGUEROA STREET & THIRD STREET,34.05512,-118.25447,7,Los Angeles,1032505,13.84749845,856.8469075,91.84314119,582.1679296,1,0,0,1,2,1,0.0298,1105000,1577,15914.45915,326
FLOWER STREET & THIRD STREET,34.05443,-118.2534,7,Los Angeles,704129,13.46471686,705.8213351,76.09922904,492.4535406,0,1,0,0,1,1,0.1005,1683750,4675,13980.30934,305
GRAND AVENUE & THIRD STREET,34.053036,-118.251226,7,Los Angeles,2171202,14.59079149,486.5940894,53.24551937,362.2249931,1,1,0,1,0,1,0.0918,2343750,6371,9633.999437,157
HILL STREET & THIRD STREET,34.05166,-118.24909,7,Los Angeles,2511013,14.73619682,623.4462754,84.29685762,448.3056925,0,2,0,1,0,1,0.2031,583750,1195,8548.599667,100
BROADWAY & THIRD STREET,34.050963,-118.248017,7,Los Angeles,3257619,14.99650712,750.5311525,110.6313668,530.3948397,0,2,0,1,0,1,0.028,565000,924,8476.222693,94
SPRING STREET & THIRD STREET,34.050267,-118.246945,7,Los Angeles,2527351,14.74268228,812.8978072,106.3430334,585.4930006,0,2,0,1,0,1,0.008,747500,2060,9000.019404,101
MAIN STREET & THIRD STREET,34.04956,-118.245853,7,Los Angeles,872401,13.67900446,856.3657859,97.65360911,628.2758108,0,2,0,1,0,1,0.0224,311250,1533,9779.434725,109
LOS ANGELES STREET & THIRD STREET,34.048517,-118.244727,7,Los Angeles,1167630,13.97048661,657.8670309,55.92745865,450.5823681,1,1,0,1,0,1,0.033,315000,665,10076.54047,114
SAN PEDRO STREET & THIRD STREET,34.047326,-118.242504,7,Los Angeles,904675,13.71533104,455.2987934,16.56961655,275.1864498,1,1,0,1,0,1,0.006,1052500,904,10269.34511,123
CENTRAL AVENUE & THIRD STREET,34.04611,-118.239561,7,Los Angeles,758654,13.53930109,427.7218706,15.75726721,272.7511034,1,1,0,1,0,1,0.011,146250,239,10015.5416,120
ALAMEDA STREET & THIRD STREET,34.045538,-118.238061,7,Los Angeles,1067624,13.88094618,305.4687339,9.439766991,184.385719,1,0,0,0,0,1,0.0085,471250,377,9392.728206,106
FIGUEROA STREET & FOURTH STREET,34.053694,-118.255815,7,Los Angeles,2418502,14.6986589,486.5941173,53.24552242,362.2250139,2,0,0,1,1,1,0.0857,2706250,2803,15991.2834,315
FLOWER STREET & FOURTH STREET,34.052957,-118.254781,7,Los Angeles,2535804,14.7460213,486.5940866,53.24551906,362.2249909,1,1,0,1,0,1,0.1421,3320000,7083,13507.88252,269
GRAND AVENUE & FOURTH STREET,34.051566,-118.2526,7,Los Angeles,46576,10.74884069,486.5940604,53.2455162,362.2249715,2,0,0,1,0,1,0.0581,3990000,11801,9688.058473,140
ROLLINS AVENUE & MILLBRAE AVENUE,37.6004358,-122.3840633,4,San Mateo,207330,12.24206701,92.67671974,3.09642498,29.52405213,1,0,1,1,0,1,0.0104,167500,282,9441.010615,123
FIGUEROA STREET & FIFTH STREET,34.052265,-118.257158,7,Los Angeles,4809403,15.38608352,367.2750902,43.82885777,265.0230897,1,1,0,1,0,1,0.0878,4770000,7459,15306.17434,303
FLOWER STREET & FIFTH STREET,34.05157,-118.25608,7,Los Angeles,9879288,16.105951,361.7039803,43.4495766,260.9067814,0,2,0,1,0,1,0.0438,6283750,11196,14270.33952,273
GRAND AVENUE & FIFTH STREET,34.05018,-118.25393,7,Los Angeles,6534440,15.69259721,361.8103162,43.45791768,260.9930464,1,1,0,1,0,1,0.1308,4505000,9826,8631.078298,125
OLIVE STREET & FIFTH STREET,34.049472,-118.252844,7,Los Angeles,8499258,15.95548942,385.5162758,47.77650789,277.2057665,0,2,0,1,0,1,0.0693,2217500,5337,8450.040674,113
FIGUEROA STREET & SIXTH STREET,34.05084,-118.2585,7,Los Angeles,3078684,14.94001279,236.0321998,33.59232121,158.9544342,1,1,0,1,0,1,0.0718,6058750,10267,13698.74676,240
FLOWER STREET & SIXTH STREET,34.05013,-118.25742,7,Los Angeles,7057127,15.76954859,236.0322162,33.59232354,158.9544452,0,2,0,1,0,0,0.0343,6725000,11812,12247.27971,216
HOPE STREET & SIXTH STREET,34.049437,-118.256341,7,Los Angeles,3883058,15.17213355,236.0322119,33.59232294,158.9544424,0,2,0,1,1,0,0.0212,4717500,7578,8806.624961,131
GRAND AVENUE & SIXTH STREET,34.048743,-118.255268,7,Los Angeles,6563766,15.69707508,236.0322147,33.59232333,158.9544442,1,1,0,1,0,0,0.0162,6165000,6167,8373.871053,114
OLIVE STREET & SIXTH STREET,34.048038,-118.25418,7,Los Angeles,6739720,15.72352894,267.7440899,38.53934865,181.6614452,0,2,0,1,0,0,0.0131,9448750,5930,8006.077906,96
FIGUEROA STREET & WILSHIRE BOULEVARD,34.05005,-118.25923,7,Los Angeles,8281903,15.92958333,236.0322196,33.59232402,158.9544475,1,1,0,1,0,1,0.0568,5078750,6926,13454.38098,228
FLOWER STREET & WILSHIRE BOULEVARD,34.04936,-118.25814,7,Los Angeles,7238256,15.79489085,236.0322317,33.59232576,158.9544557,0,2,0,1,1,1,0.0289,5768750,7330,11526.91825,187
FIGUEROA STREET & SEVENTH STREET,34.04939,-118.25985,7,Los Angeles,13793397,16.43970056,236.0322032,33.59232169,158.9544365,1,1,0,1,0,1,0.0576,5150000,8819,11953.69844,208
FLOWER STREET & SEVENTH STREET,34.04869,-118.25876,7,Los Angeles,10848285,16.19951756,236.0322069,33.59232222,158.954439,0,2,0,1,1,1,0.0295,4861250,6216,9701.965991,147
HOPE STREET & SEVENTH STREET,34.04799,-118.25768,7,Los Angeles,14969872,16.52155021,236.0322014,33.59232144,158.9544353,0,2,0,1,1,1,0.0153,5350000,6347,7578.379757,94
GRAND AVENUE & SEVENTH STREET,34.047291,-118.256593,7,Los Angeles,8544109,15.9607526,236.0322151,33.59232339,158.9544445,1,1,0,1,0,1,0.0101,3660000,4670,8012.329683,94
FIGUEROA STREET & EIGHTH STREET,34.047954,-118.261181,7,Los Angeles,7007101,15.76243462,236.0322148,33.59232335,158.9544443,1,1,0,1,0,1,0.0133,4531250,11033,11758.93164,175
FLOWER STREET & EIGHTH STREET,34.04726,-118.2601,7,Los Angeles,3196493,14.97756483,236.0322093,33.59232256,158.9544406,0,2,0,1,0,1,0.0119,3117500,4894,8769.883769,117
HOPE STREET & TEMPLE STREET,34.058968,-118.24743,7,Los Angeles,673370,13.42005024,125.2870224,1.108942684,20.16965923,1,1,0,0,0,1,0.0714,68750,78,13181.99694,187
